34,,-94,,,,,,,Ok
-94,,,-143,,,,,,Ok
-143,-199,,,,,,,,Ok
-199,,,,-161,,,,,Ok
-161,-145,,,,,,,,Ok
-145,,,,-134,,,,,Ok
-134,,,-131,,,,,,Ok
-131,,-259,,,,,,,Ok
-259,,,-387,,,,,,Ok
